make,model,vehicle_style,year,engine_hp,msrp,hp_per_1000$
Audi,A3,Sedan,2016,220,34200,6.43
Audi,A3,Sedan,2017,220,34200,6.43
Volkswagen,"Beetle Convertible",Convertible,2016,210,32670,6.43
Volkswagen,"Beetle Convertible",Convertible,2016,210,32670,6.43
Volkswagen,CC,Sedan,2015,280,43575,6.43
Chevrolet,"Cruze Limited",Sedan,2016,138,21470,6.43
BMW,"5 Series Gran Turismo","4dr Hatchback",2015,445,69100,6.44
Honda,"Accord Hybrid",Sedan,2017,212,32905,6.44
Volkswagen,"Beetle Convertible",Convertible,2015,210,32595,6.44
Volkswagen,"Beetle Convertible",Convertible,2015,210,32595,6.44
Mazda,CX-5,"4dr SUV",2016,184,28570,6.44
Honda,Element,"4dr SUV",2009,166,25770,6.44
Honda,Pilot,"4dr SUV",2017,280,43470,6.44
Infiniti,Q70,Sedan,2015,416,64550,6.44
Infiniti,Q70,Sedan,2015,360,55900,6.44
Infiniti,Q70,Sedan,2016,360,55900,6.44
Volkswagen,Routan,"Passenger Minivan",2010,197,30600,6.44
Toyota,Tacoma,"Crew Cab Pickup",2015,236,36635,6.44
Hyundai,Tucson,"4dr SUV",2015,180,27950,6.44
Volvo,XC60,"4dr SUV",2015,240,37250,6.44
Subaru,"XV Crosstrek","4dr SUV",2013,148,22995,6.44
Subaru,"XV Crosstrek","4dr SUV",2014,148,22995,6.44
Buick,Lucerne,Sedan,2009,227,35270,6.44
Acura,MDX,"4dr SUV",2016,290,45015,6.44
Mitsubishi,"Montero Sport","4dr SUV",2002,165,25637,6.44
Mitsubishi,"Montero Sport","4dr SUV",2003,165,25637,6.44
Lexus,"NX 200t","4dr SUV",2017,235,36485,6.44
Chevrolet,Equinox,"4dr SUV",2016,182,28200,6.45
Honda,Fit,"4dr Hatchback",2016,130,20165,6.45
Volkswagen,"Golf GTI","4dr Hatchback",2017,220,34095,6.45
Volkswagen,GTI,"4dr Hatchback",2013,200,30995,6.45
Volkswagen,GTI,"4dr Hatchback",2013,200,30995,6.45
Subaru,Legacy,Sedan,2016,175,27145,6.45
Volkswagen,"New Beetle",Convertible,2008,150,23240,6.45
Volkswagen,"New Beetle",Convertible,2008,150,23240,6.45
"Land Rover","Range Rover Sport","4dr SUV",2014,510,79100,6.45
"Land Rover","Range Rover Sport","4dr SUV",2014,510,79100,6.45
Toyota,Sienna,"Passenger Minivan",2016,266,41245,6.45
Chevrolet,"Silverado 1500 Hybrid","Crew Cab Pickup",2013,332,51490,6.45
Cadillac,STS,Sedan,2009,302,46845,6.45
Cadillac,STS,Sedan,2010,302,46845,6.45
Chevrolet,Suburban,"4dr SUV",2017,355,55045,6.45
Chevrolet,Tahoe,"4dr SUV",2016,355,55030,6.45
Buick,Terraza,"Passenger Minivan",2005,200,30990,6.45
BMW,"3 Series Gran Turismo","4dr Hatchback",2017,320,49650,6.45
Chrysler,300,Sedan,2017,292,45270,6.45
Toyota,4Runner,"4dr SUV",2016,270,41850,6.45
FIAT,500L,Wagon,2016,160,24795,6.45
Honda,Accord,Sedan,2016,185,28670,6.45
Nissan,Armada,"4dr SUV",2017,390,60490,6.45
Cadillac,"ATS Coupe",Coupe,2016,335,51945,6.45
Volkswagen,Beetle,"2dr Hatchback",2016,210,32550,6.45
Volkswagen,Beetle,"2dr Hatchback",2016,210,32550,6.45
Volkswagen,Beetle,"2dr Hatchback",2017,210,32550,6.45
Honda,CR-Z,"2dr Hatchback",2015,130,20145,6.45
Mazda,CX-5,"4dr SUV",2014,155,24045,6.45
Nissan,Versa,Sedan,2015,109,16890,6.45
Volvo,XC60,"4dr SUV",2015,302,46750,6.46
Chevrolet,"Silverado 1500","Crew Cab Pickup",2017,355,54925,6.46
Acura,TLX,Sedan,2017,206,31900,6.46
Chevrolet,Equinox,"4dr SUV",2015,182,28170,6.46
Ford,Escape,"4dr SUV",2016,178,27540,6.46
Lexus,"IS 200t",Sedan,2016,241,37325,6.46
Lincoln,LS,Sedan,2004,280,43370,6.46
Porsche,Macan,"4dr SUV",2016,340,52600,6.46
Lexus,"NX 200t","4dr SUV",2016,235,36365,6.46
Mitsubishi,"Outlander Sport","4dr SUV",2016,168,25995,6.46
Chrysler,300,Sedan,2016,292,45190,6.46
BMW,"5 Series",Sedan,2016,443,68600,6.46
Chevrolet,Avalanche,"Crew Cab Pickup",2011,320,49500,6.46
Toyota,Corolla,Sedan,2017,132,20445,6.46
Chevrolet,Cruze,Sedan,2015,138,21370,6.46
Nissan,Altima,Sedan,2015,182,28150,6.47
Volkswagen,Beetle,"2dr Hatchback",2015,210,32475,6.47
Volkswagen,Beetle,"2dr Hatchback",2015,210,32475,6.47
Nissan,Cube,Wagon,2013,122,18860,6.47
"Land Rover","Discovery Sport","4dr SUV",2015,240,37070,6.47
Infiniti,Q70,Sedan,2014,360,55650,6.47
Infiniti,QX56,"4dr SUV",2011,400,61800,6.47
Audi,"RS 5",Coupe,2014,450,69600,6.47
Chevrolet,Sonic,Sedan,2015,138,21345,6.47
Acura,TLX,Sedan,2015,290,44800,6.47
Acura,TLX,Sedan,2016,290,44800,6.47
Acura,TLX,Sedan,2017,290,44800,6.47
Volvo,XC70,Wagon,2016,240,37100,6.47
Toyota,Yaris,"4dr Hatchback",2017,106,16375,6.47
Infiniti,"G Convertible",Convertible,2011,325,50200,6.47
Infiniti,M45,Sedan,2008,325,50250,6.47
BMW,M4,Coupe,2016,425,65700,6.47
Lincoln,MKC,"4dr SUV",2016,240,37090,6.47
Volkswagen,Passat,Sedan,2015,170,26280,6.47
Volkswagen,Passat,Sedan,2015,170,26280,6.47
Volkswagen,Passat,Sedan,2016,170,26280,6.47
Volkswagen,Passat,Sedan,2016,170,26280,6.47
Cadillac,"Escalade EXT","Crew Cab Pickup",2011,403,62160,6.48
Ford,Fiesta,Sedan,2016,120,18530,6.48
Toyota,Highlander,"4dr SUV",2015,270,41650,6.48
Acura,Integra,Sedan,2001,140,21600,6.48
Subaru,Outback,"4dr SUV",2015,175,26995,6.48
Honda,Pilot,"4dr SUV",2015,250,38570,6.48
Infiniti,"Q60 Coupe",Coupe,2017,300,46300,6.48
Lexus,"RX 300","4dr SUV",2001,220,33955,6.48
Lexus,"RX 300","4dr SUV",2002,220,33955,6.48
Toyota,Sienna,"Passenger Minivan",2015,266,41035,6.48
GMC,"Sierra 1500","Crew Cab Pickup",2017,285,43995,6.48
Buick,Terraza,"Passenger Minivan",2006,196,30250,6.48
Mazda,Tribute,"4dr SUV",2009,171,26375,6.48
Acura,TSX,Sedan,2012,201,31010,6.48
Acura,TSX,Sedan,2012,201,31010,6.48
FIAT,500L,Wagon,2015,160,24695,6.48
Saab,9-3,Sedan,2011,210,32395,6.48
Toyota,"Camry Solara",Coupe,2007,155,23905,6.48
Honda,CR-V,"4dr SUV",2014,185,28570,6.48
Toyota,Venza,Wagon,2014,181,27950,6.48
Volvo,XC70,Wagon,2016,250,38600,6.48
Infiniti,Q45,Sedan,2004,340,52400,6.49
Infiniti,"Q60 Coupe",Coupe,2014,348,53650,6.49
Kia,Sorento,"4dr SUV",2017,185,28500,6.49
Chevrolet,Suburban,"4dr SUV",2016,355,54730,6.49
Toyota,Tacoma,"Crew Cab Pickup",2016,159,24490,6.49
Chevrolet,"Tahoe Hybrid","4dr SUV",2011,332,51145,6.49
GMC,Terrain,"4dr SUV",2015,182,28060,6.49
Chevrolet,Tracker,"Convertible SUV",2003,127,19580,6.49
Ford,"Explorer Sport Trac","Crew Cab Pickup",2009,210,32360,6.49
Ford,"Explorer Sport Trac","Crew Cab Pickup",2009,210,32360,6.49
"Land Rover",Freelander,"4dr SUV",2005,174,26830,6.49
"Land Rover",Freelander,"2dr SUV",2005,174,26830,6.49
Volkswagen,GTI,"4dr Hatchback",2013,200,30795,6.49
Volkswagen,GTI,"4dr Hatchback",2013,200,30795,6.49
Volkswagen,GTI,"4dr Hatchback",2014,200,30795,6.49
Subaru,Impreza,"4dr Hatchback",2015,148,22795,6.49
Lexus,"IS 350 C",Convertible,2014,306,47140,6.49
Volkswagen,"Jetta SportWagen",Wagon,2013,170,26195,6.49
Volkswagen,"Jetta SportWagen",Wagon,2013,170,26195,6.49
Infiniti,M,Sedan,2013,330,50850,6.49
Mitsubishi,"Outlander Sport","4dr SUV",2015,148,22795,6.49
Nissan,Pathfinder,"4dr SUV",2017,284,43760,6.49
BMW,"4 Series",Coupe,2015,300,46250,6.49
Toyota,4Runner,"4dr SUV",2015,270,41585,6.49
Honda,Accord,Coupe,2015,185,28495,6.49
Cadillac,"ATS Coupe",Coupe,2015,272,41920,6.49
Cadillac,"ATS Coupe",Coupe,2016,272,41920,6.49
Volkswagen,Beetle,"2dr Hatchback",2015,170,26195,6.49
Volkswagen,Beetle,"2dr Hatchback",2015,170,26195,6.49
Mercedes-Benz,CLA-Class,Sedan,2016,208,32050,6.49
Honda,Element,"4dr SUV",2010,166,25585,6.49
Chrysler,300,Sedan,2015,292,44895,6.5
Honda,CR-V,"4dr SUV",2016,185,28445,6.5
Honda,CR-Z,"2dr Hatchback",2014,130,19995,6.5
Infiniti,Q70,Sedan,2014,420,64600,6.5
Volkswagen,Routan,"Passenger Minivan",2010,251,38600,6.5
Volkswagen,Routan,"Passenger Minivan",2010,251,38600,6.5
Chrysler,Sebring,Convertible,2008,173,26600,6.5
Oldsmobile,Silhouette,"Passenger Minivan",2004,185,28465,6.5
Chevrolet,"Silverado 1500","Crew Cab Pickup",2017,355,54625,6.5
Chevrolet,Sonic,"4dr Hatchback",2017,138,21215,6.5
Toyota,Tacoma,"Crew Cab Pickup",2017,278,42760,6.5
Acura,TLX,Sedan,2016,206,31695,6.5
Toyota,Venza,Wagon,2013,181,27850,6.5
BMW,X1,"4dr SUV",2017,228,35100,6.5
Volvo,XC70,Wagon,2015,240,36900,6.5
Acura,ZDX,"4dr Hatchback",2012,300,46120,6.5
Ford,Escape,"4dr SUV",2015,178,27400,6.5
Dodge,Journey,"4dr SUV",2015,173,26595,6.5
Acura,MDX,"4dr SUV",2015,290,44565,6.51
Acura,MDX,"4dr SUV",2016,290,44515,6.51
Mitsubishi,Outlander,"4dr SUV",2017,166,25495,6.51
Infiniti,Q70,Sedan,2016,420,64550,6.51
Nissan,Rogue,"4dr SUV",2016,170,26130,6.51
Lexus,"RX 400h","4dr SUV",2007,268,41180,6.51
Nissan,Sentra,Sedan,2015,130,19960,6.51
GMC,"Sierra 1500","Crew Cab Pickup",2016,355,54540,6.51
Chevrolet,"Silverado 1500","Crew Cab Pickup",2016,285,43775,6.51
Chevrolet,Tahoe,"4dr SUV",2015,355,54505,6.51
Ford,"Transit Wagon","Passenger Van",2017,275,42220,6.51
Hyundai,Tucson,"4dr SUV",2015,182,27950,6.51
Mazda,2,"4dr Hatchback",2012,100,15370,6.51
Mazda,3,Sedan,2015,155,23795,6.51
Honda,Accord,Sedan,2015,185,28420,6.51
GMC,Yukon,"4dr SUV",2015,420,64520,6.51
Volvo,XC60,"4dr SUV",2017,302,46350,6.52
Volvo,XC60,"4dr SUV",2017,302,46350,6.52
Acura,ZDX,"4dr Hatchback",2011,300,46020,6.52
Honda,Pilot,"4dr SUV",2016,280,42970,6.52
Infiniti,QX,"4dr SUV",2013,400,61350,6.52
Lexus,"RX 330","4dr SUV",2004,230,35275,6.52
Volvo,S60,Sedan,2016,240,36800,6.52
Volvo,S60,Sedan,2017,240,36800,6.52
Toyota,Sienna,"Passenger Minivan",2016,266,40815,6.52
Volkswagen,Tiguan,"4dr SUV",2016,200,30675,6.52
Chevrolet,Traverse,"4dr SUV",2016,288,44145,6.52
Chevrolet,Equinox,"4dr SUV",2015,182,27920,6.52
Ford,Fiesta,Sedan,2015,120,18405,6.52
Honda,Fit,"4dr Hatchback",2015,130,19925,6.52
Infiniti,FX,"4dr SUV",2012,390,59800,6.52
Subaru,Legacy,Sedan,2016,175,26845,6.52
Buick,LeSabre,Sedan,2003,205,31420,6.52
Buick,Lucerne,Sedan,2010,227,34830,6.52
Honda,Odyssey,"Passenger Minivan",2016,248,38050,6.52
Chevrolet,Cruze,Sedan,2017,153,23475,6.52
Mazda,CX-5,"4dr SUV",2016,184,28220,6.52
Ford,Edge,"4dr SUV",2015,245,37595,6.52
Ford,Edge,"4dr SUV",2016,245,37595,6.52
Ford,Edge,"4dr SUV",2017,245,37595,6.52
Toyota,4Runner,"4dr SUV",2014,270,41365,6.53
GMC,Acadia,"4dr SUV",2016,281,43020,6.53
Toyota,Avalon,Sedan,2017,268,41050,6.53
Kia,Cadenza,Sedan,2017,290,44390,6.53
Nissan,Cube,Wagon,2012,122,18680,6.53
Cadillac,Eldorado,Coupe,2002,275,42130,6.53
Honda,Ridgeline,"Crew Cab Pickup",2017,280,42870,6.53
Audi,"RS 5",Coupe,2013,450,68900,6.53
Honda,S2000,Convertible,2008,237,36300,6.53
Volvo,S60,Sedan,2016,250,38300,6.53
Volvo,XC60,"4dr SUV",2015,325,49800,6.53
Scion,FR-S,Coupe,2016,200,30610,6.53
Infiniti,"G Sedan",Sedan,2011,218,33400,6.53
Infiniti,G20,Sedan,2001,145,22195,6.53
Infiniti,G20,Sedan,2002,145,22195,6.53
Infiniti,"G37 Coupe",Coupe,2010,330,50550,6.53
Subaru,Impreza,"4dr Hatchback",2017,152,23295,6.53
Lexus,"IS 350 C",Convertible,2013,306,46890,6.53
Suzuki,Kizashi,Sedan,2012,180,27549,6.53
Suzuki,Kizashi,Sedan,2012,180,27549,6.53
Subaru,Legacy,Sedan,2015,175,26795,6.53
"Land Rover",LR3,"4dr SUV",2009,300,45975,6.53
Chevrolet,Malibu,Sedan,2017,182,27875,6.53
Subaru,Forester,"4dr SUV",2017,170,25995,6.54
Ford,Freestyle,Wagon,2007,203,31055,6.54
Nissan,Frontier,"Extended Cab Pickup",2016,152,23230,6.54
Volkswagen,GTI,"4dr Hatchback",2012,200,30595,6.54
Volkswagen,GTI,"4dr Hatchback",2012,200,30595,6.54
Lexus,"IS F",Sedan,2014,416,63600,6.54
Mitsubishi,"Montero Sport","4dr SUV",2003,165,25217,6.54
Mitsubishi,"Outlander Sport","4dr SUV",2017,168,25695,6.54
Infiniti,Q50,Sedan,2016,300,45900,6.54
Volkswagen,Routan,"Passenger Minivan",2011,283,43240,6.54
Toyota,Sienna,"Passenger Minivan",2015,266,40655,6.54
GMC,"Sierra 1500","Crew Cab Pickup",2016,355,54240,6.54
Ford,"Transit Wagon","Passenger Van",2017,275,42075,6.54
Chevrolet,Traverse,"4dr SUV",2017,288,44045,6.54
Toyota,4Runner,"4dr SUV",2015,270,41310,6.54
Volkswagen,"Beetle Convertible",Convertible,2015,170,25995,6.54
Volkswagen,"Beetle Convertible",Convertible,2016,170,25995,6.54
Volkswagen,"Beetle Convertible",Convertible,2016,170,25995,6.54
Volkswagen,Beetle,"2dr Hatchback",2016,170,25975,6.54
Volkswagen,Beetle,"2dr Hatchback",2016,170,25975,6.54
Volkswagen,Beetle,"2dr Hatchback",2017,170,25975,6.54
Honda,Civic,Sedan,2017,174,26600,6.54
Dodge,Durango,"4dr SUV",2017,295,45090,6.54
Cadillac,XT5,"4dr SUV",2017,310,47390,6.54
Cadillac,XTS,Sedan,2015,410,62735,6.54
BMW,X1,"4dr SUV",2016,228,34800,6.55
GMC,"Yukon XL","4dr SUV",2017,355,54230,6.55
BMW,"Z4 M",Coupe,2008,330,50400,6.55
GMC,"Sierra 1500","Crew Cab Pickup",2016,285,43505,6.55
Chevrolet,Suburban,"4dr SUV",2015,355,54205,6.55
Acura,TLX,Sedan,2015,206,31445,6.55
Infiniti,"G Coupe",Coupe,2013,348,53100,6.55
Subaru,Impreza,Sedan,2016,148,22595,6.55
Volkswagen,"Jetta SportWagen",Wagon,2012,170,25960,6.55
Volkswagen,"Jetta SportWagen",Wagon,2012,170,25960,6.55
Buick,Lucerne,Sedan,2009,227,34670,6.55
Chevrolet,Malibu,Sedan,2016,182,27770,6.55
Lexus,"NX 200t","4dr SUV",2015,235,35880,6.55
BMW,"4 Series Gran Coupe",Sedan,2015,300,45800,6.55
Lincoln,Continental,Sedan,2017,305,46560,6.55
Chevrolet,Corvette,Coupe,2017,460,70195,6.55
BMW,"2 Series",Convertible,2016,320,48750,6.56
BMW,"2 Series",Convertible,2017,335,51050,6.56
BMW,"3 Series",Sedan,2015,300,45750,6.56
Saab,9-5,Wagon,2009,260,39650,6.56
GMC,Acadia,"4dr SUV",2015,281,42820,6.56
Volkswagen,"Beetle Convertible",Convertible,2015,210,31995,6.56
Volkswagen,"Beetle Convertible",Convertible,2015,210,31995,6.56
Mercedes-Benz,C-Class,Coupe,2015,302,46050,6.56
Chevrolet,Corvette,Coupe,2016,460,70145,6.56
"Land Rover",Defender,"2dr SUV",1994,182,27736,6.56
Dodge,Durango,"4dr SUV",2016,295,44990,6.56
Mitsubishi,Eclipse,"2dr Hatchback",2010,162,24699,6.56
Mitsubishi,Eclipse,"2dr Hatchback",2011,162,24699,6.56
Mitsubishi,Eclipse,"2dr Hatchback",2012,162,24699,6.56
Mitsubishi,Eclipse,"2dr Hatchback",2012,162,24699,6.56
Toyota,RAV4,"4dr SUV",2017,176,26830,6.56
Kia,Sorento,"4dr SUV",2016,185,28200,6.56
Volkswagen,Touareg,"4dr SUV",2016,280,42705,6.56
Chevrolet,Traverse,"4dr SUV",2015,288,43935,6.56
Acura,TSX,Sedan,2014,201,30635,6.56
Volvo,V60,Wagon,2016,302,46050,6.56
Volvo,XC60,"4dr SUV",2016,250,38100,6.56
Volvo,XC60,"4dr SUV",2016,240,36600,6.56
"Land Rover",LR2,"4dr SUV",2014,240,36600,6.56
"Land Rover",LR2,"4dr SUV",2015,240,36600,6.56
Toyota,Matrix,"4dr Hatchback",2013,132,20115,6.56
Lincoln,MKZ,Sedan,2015,231,35190,6.56
Lincoln,MKZ,Sedan,2016,231,35190,6.56
Suzuki,"Grand Vitara","4dr SUV",2012,166,25249,6.57
HUMMER,H3T,"Crew Cab Pickup",2010,239,36355,6.57
Honda,HR-V,"4dr SUV",2017,141,21465,6.57
Buick,Lucerne,Sedan,2011,292,44460,6.57
Honda,Odyssey,"Passenger Minivan",2015,248,37775,6.57
Infiniti,QX60,"4dr SUV",2017,295,44900,6.57
GMC,Sonoma,"Extended Cab Pickup",2003,120,18270,6.57
Dodge,"SRT Viper",Coupe,2013,640,97395,6.57
Chevrolet,Trax,"4dr SUV",2017,138,21000,6.57
Mazda,3,Sedan,2016,155,23595,6.57
Cadillac,"ATS Coupe",Coupe,2017,272,41395,6.57
Subaru,"B9 Tribeca","4dr SUV",2007,245,37295,6.57
Subaru,"B9 Tribeca","4dr SUV",2007,245,37295,6.57
Volkswagen,Beetle,"2dr Hatchback",2015,170,25885,6.57
Volkswagen,Beetle,"2dr Hatchback",2015,170,25885,6.57
Honda,Civic,Sedan,2016,174,26500,6.57
Chevrolet,Colorado,"Crew Cab Pickup",2016,200,30435,6.57
Toyota,Corolla,Sedan,2017,140,21300,6.57
Honda,CR-V,"4dr SUV",2015,185,28145,6.57
Cadillac,"CTS Wagon",Wagon,2013,270,41105,6.57
Honda,Element,"4dr SUV",2009,166,25285,6.57
GMC,"Yukon XL","4dr SUV",2016,355,54015,6.57
Nissan,Rogue,"4dr SUV",2015,170,25840,6.58
Buick,Enclave,"4dr SUV",2017,288,43765,6.58
Mitsubishi,Galant,Sedan,2012,160,24299,6.58
Volkswagen,"Golf Alltrack",Wagon,2017,170,25850,6.58
Volkswagen,GTI,"2dr Hatchback",2013,200,30395,6.58
Volkswagen,GTI,"2dr Hatchback",2013,200,30395,6.58
Honda,HR-V,"4dr SUV",2017,141,21415,6.58
Dodge,Journey,"4dr SUV",2016,173,26295,6.58
Dodge,Journey,"4dr SUV",2017,173,26295,6.58
Infiniti,M,Sedan,2013,360,54750,6.58
Mitsubishi,"Montero Sport","4dr SUV",2002,165,25087,6.58
Mitsubishi,"Outlander Sport","4dr SUV",2017,148,22495,6.58
FIAT,500X,"4dr SUV",2016,180,27335,6.58
Saab,9-4X,"4dr SUV",2011,265,40245,6.58
Cadillac,ATS,Sedan,2015,272,41340,6.58
Cadillac,ATS,Sedan,2016,272,41340,6.58
Toyota,Corolla,Sedan,2016,132,20065,6.58
Chevrolet,Corvette,Convertible,2016,455,69145,6.58
Chevrolet,Corvette,Coupe,2017,460,69905,6.58
Chevrolet,Corvette,Convertible,2017,455,69195,6.58
Subaru,Crosstrek,"4dr SUV",2017,148,22495,6.58
Mazda,CX-5,"4dr SUV",2015,184,27970,6.58
Hyundai,Elantra,Sedan,2017,147,22350,6.58
Hyundai,Elantra,Sedan,2017,147,22350,6.58
BMW,"5 Series",Sedan,2015,443,67200,6.59
Cadillac,"ATS Coupe",Coupe,2016,335,50835,6.59
Cadillac,ATS,Sedan,2015,321,48715,6.59
Lexus,"RX 350","4dr SUV",2015,270,40970,6.59
Kia,Sedona,"Passenger Minivan",2017,276,41900,6.59
Toyota,Tacoma,"Extended Cab Pickup",2017,159,24120,6.59
Acura,TSX,Sedan,2013,201,30510,6.59
BMW,X3,"4dr SUV",2015,300,45500,6.59
Volvo,XC60,"4dr SUV",2015,300,45550,6.59
Volvo,XC60,"4dr SUV",2015,240,36400,6.59
BMW,"Z4 M",Coupe,2007,330,50100,6.59
Ford,Expedition,"4dr SUV",2017,365,55370,6.59
Subaru,Forester,"4dr SUV",2016,170,25795,6.59
Infiniti,"G Sedan",Sedan,2012,218,33100,6.59
Suzuki,Kizashi,Sedan,2011,180,27299,6.59
"Land Rover",LR2,"4dr SUV",2013,240,36400,6.59
Infiniti,M,Sedan,2013,420,63700,6.59
Honda,Odyssey,"Passenger Minivan",2016,248,37650,6.59
Buick,Enclave,"4dr SUV",2016,288,43660,6.6
"Land Rover",Freelander,"2dr SUV",2003,174,26370,6.6
Nissan,Frontier,"Extended Cab Pickup",2015,152,23020,6.6
Toyota,Highlander,"4dr SUV",2016,270,40915,6.6
Volkswagen,Jetta,Sedan,2015,150,22740,6.6
GMC,Jimmy,"4dr SUV",2001,190,28770,6.6
Acura,MDX,"4dr SUV",2017,290,43950,6.6
Kia,Rio,"4dr Hatchback",2016,138,20905,6.6
Kia,Rio,"4dr Hatchback",2017,138,20905,6.6
Nissan,Sentra,Sedan,2017,124,18790,6.6
Oldsmobile,Silhouette,"Passenger Minivan",2003,185,28040,6.6
Pontiac,Solstice,Coupe,2009,173,26225,6.6
Ford,"Transit Connect","Passenger Minivan",2017,169,25590,6.6
Ford,"Transit Connect","Passenger Minivan",2017,169,25590,6.6
BMW,"4 Series",Coupe,2017,320,48500,6.6
Saab,9-5,Sedan,2009,260,39400,6.6
Volkswagen,"Beetle Convertible",Convertible,2014,210,31795,6.6
Volkswagen,"Beetle Convertible",Convertible,2014,210,31795,6.6
Mercedes-Benz,CLA-Class,Sedan,2015,208,31500,6.6
Cadillac,"CTS Coupe",Coupe,2012,318,48150,6.6
Cadillac,"CTS Coupe",Coupe,2013,318,48150,6.6
Cadillac,"CTS Wagon",Wagon,2012,270,40915,6.6
Volvo,XC60,"4dr SUV",2015,250,37900,6.6
Volvo,XC60,"4dr SUV",2016,302,45750,6.6
Volvo,V40,Wagon,2004,170,25700,6.61
Volvo,V60,Wagon,2016,325,49200,6.61
Suzuki,Vitara,"4dr SUV",2002,127,19199,6.61
Toyota,RAV4,"4dr SUV",2015,176,26640,6.61
Acura,RDX,"4dr SUV",2017,279,42220,6.61
Kia,Sorento,"4dr SUV",2017,290,43900,6.61
Chevrolet,Spark,"4dr Hatchback",2017,98,14825,6.61
Toyota,Tacoma,"Extended Cab Pickup",2015,236,35725,6.61
Ford,"Transit Connect","Passenger Minivan",2017,169,25585,6.61
Ford,"Transit Connect","Passenger Minivan",2017,169,25585,6.61
"Land Rover",Freelander,"2dr SUV",2004,174,26330,6.61
Infiniti,FX50,"4dr SUV",2010,390,59000,6.61
Subaru,Legacy,Sedan,2015,175,26495,6.61
Saab,9-3,Wagon,2009,210,31790,6.61
GMC,Acadia,"4dr SUV",2017,310,46920,6.61
Honda,Accord,Coupe,2017,185,28000,6.61
Cadillac,"ATS Coupe",Coupe,2016,335,50675,6.61
Lincoln,Aviator,"4dr SUV",2004,302,45705,6.61
Subaru,Crosstrek,"4dr SUV",2016,148,22395,6.61
Mazda,CX-5,"4dr SUV",2014,184,27820,6.61
Chrysler,200,Sedan,2016,184,27795,6.62
Chrysler,200,Sedan,2017,184,27795,6.62
Saab,9-7X,"4dr SUV",2009,300,45345,6.62
Chevrolet,Corvette,Coupe,2015,460,69450,6.62
Chevrolet,Corvette,Convertible,2017,460,69450,6.62
Chevrolet,Cruze,Sedan,2016,153,23120,6.62
Infiniti,Q70,Sedan,2015,330,49850,6.62
Infiniti,Q70,Sedan,2016,330,49850,6.62
Chevrolet,S-10,"Extended Cab Pickup",2003,120,18120,6.62
Volkswagen,Tiguan,"4dr SUV",2015,200,30225,6.62
Toyota,Yaris,"2dr Hatchback",2017,106,16000,6.62
Lexus,"ES 300",Sedan,2003,210,31725,6.62
Ford,Expedition,"4dr SUV",2016,365,55145,6.62
Honda,HR-V,"4dr SUV",2016,141,21315,6.62
Chevrolet,Impala,Sedan,2016,195,29460,6.62
Suzuki,Kizashi,Sedan,2013,180,27199,6.62
Infiniti,M35,Sedan,2009,303,45800,6.62
Infiniti,M35,Sedan,2010,303,45800,6.62
BMW,M4,Coupe,2015,425,64200,6.62
Infiniti,M,Sedan,2012,330,49850,6.62
Pontiac,Montana,"Passenger Minivan",2005,200,30210,6.62
Mitsubishi,"Outlander Sport","4dr SUV",2016,168,25395,6.62
Buick,Enclave,"4dr SUV",2015,288,43450,6.63
Lexus,"ES 350",Sedan,2015,268,40440,6.63
Honda,HR-V,"4dr SUV",2016,141,21265,6.63
Mazda,Millenia,Sedan,2002,210,31675,6.63
Honda,Passport,"4dr SUV",2002,205,30900,6.63
Acura,RDX,"4dr SUV",2017,279,42070,6.63
Audi,S4,Sedan,2016,333,50200,6.63
Toyota,Sequoia,"4dr SUV",2017,381,57475,6.63
Toyota,Sequoia,"4dr SUV",2017,381,57475,6.63
BMW,"1 Series",Convertible,2013,320,48250,6.63
BMW,"4 Series Gran Coupe",Sedan,2017,320,48300,6.63
Audi,A3,Sedan,2015,220,33200,6.63
Toyota,Avalon,Sedan,2016,268,40450,6.63
Subaru,"B9 Tribeca","4dr SUV",2006,250,37695,6.63
Subaru,"B9 Tribeca","4dr SUV",2006,250,37695,6.63
Honda,Civic,Coupe,2017,174,26225,6.63
Toyota,Corolla,Sedan,2015,132,19895,6.63
Cadillac,"CTS Coupe",Coupe,2014,318,47995,6.63
Mercedes-Benz,E-Class,Coupe,2017,402,60650,6.63
Cadillac,Eldorado,Coupe,2002,300,45265,6.63
Volvo,XC60,"4dr SUV",2015,302,45550,6.63
Toyota,Yaris,"4dr Hatchback",2016,106,15995,6.63
Volvo,V60,Wagon,2016,250,37650,6.64
Volvo,V60,Wagon,2016,240,36150,6.64
Volvo,V60,Wagon,2017,240,36150,6.64
Subaru,"XV Crosstrek","4dr SUV",2015,148,22295,6.64
GMC,"Yukon XL","4dr SUV",2015,355,53440,6.64
Infiniti,QX4,"4dr SUV",2003,240,36150,6.64
Acura,RDX,"4dr SUV",2016,279,42020,6.64
Lexus,"RX 350","4dr SUV",2017,295,44420,6.64
Toyota,Sequoia,"4dr SUV",2016,381,57340,6.64
Toyota,Sequoia,"4dr SUV",2016,381,57340,6.64
GMC,"Sierra 1500 Hybrid","Crew Cab Pickup",2012,332,49990,6.64
GMC,"Sierra 1500","Crew Cab Pickup",2015,285,42935,6.64
Audi,SQ5,"4dr SUV",2016,354,53300,6.64
Audi,SQ5,"4dr SUV",2017,354,53300,6.64
Chevrolet,Uplander,"Passenger Minivan",2006,201,30250,6.64
Ford,Freestyle,Wagon,2006,203,30580,6.64
